Prop	Par	Min	Max	PropParType	ScoreMin	ScoreMax	ScoreLim	MinLvl	MaxLvl	LvlScale	NoTypeOvr	itype1	itype2	itype3	itype4	itype5	itype6	etype1	etype2	etype3	Group	SynergyGroup	SourceItem	SourceFile	eol
hit-skill	Tornado	20	15	scl		40		72													44		Horizon's Tornado	UniqueItems	0
hit-skill	Tornado	20	16	scl		43		53													44		Rift	Runes	0
hit-skill	Tornado	20	18	scl		52		86													44		Stormlash	UniqueItems	0
hit-skill	Twister	8	13	scl		3		68													44		Carrion Wind	UniqueItems	0
hit-skill	Twister	5	15	scl		2		49													44		Rain	Runes	0
hit-skill	Twister	33	22	scl		27		76													44		Windhammer	UniqueItems	0
hit-skill	Valkyrie	2	15	scl		10		29													44	ac	Peace	Runes	0
hit-skill	Venom	25	15	scl		315		43													44	pois	Treachery	Runes	0
hit-skill	Venom	35	15	scl		315		59													44	pois	Widowmaker	Runes	0
hit-skill	Volcano	23	12	scl		11		65													44	fire	Destruction	Runes	0
hit-skill	Volcano	5	18	scl		4		67													44	fire	Doomsayer	Runes	0
hit-skill	Weaken	8	3	scl		8		82													44	ac	Souldrain	UniqueItems	0
howl	0	33	96	r	0	0															113	ac	Umes Lament	UniqueItems	0
hp		-32	-5	c	-160	-25															26	ac		SetItems	0
hp	0	5	50	r=	5	50	20														26	ac		SetItems	0
hp	0	25	75	r=	25	75	20					amu									26	ac	The Cat's Eye	SetItems	0
hp	0	5	100	r=	3	50	20	25													26	ac		SetItems	0
hp	0	100	200	r=	50	100	20	53				tors	belt								26	ac	Immortal King	Sets	0
hp		100	150	r=	50	75						fset									26	ac	Immortal King	Sets	0
hp/lvl	12	0	0	lvl		19															225	ac	Harlequin Crest	UniqueItems	0
hp%		10	30	r	25	75	30														225	ac	Chromatic Ire	UniqueItems	0
ignore-ac		1	1	s	60	60															110	dmg	Krintizs Skewer	UniqueItems	0
ignore-ac	1	1	1	s	60	60															110	dmg	Lightsabre	UniqueItems	0
indestruct		1	1	s	5	5												rune			39	dmg	Butcher's Pupil	UniqueItems	0
indestruct		1	1	s		50						rune									39	dmg		Runes	0
kill-skill	Chain Lightning	50	20	scl		30		63													222	ltng	Infinity	Runes	0
kill-skill	Decrepify	50	6	scl		40		83													222	ac	Executioner's Justice	UniqueItems	0
kill-skill	enchant	30	21	scl		80		41													222	fire	Obedience	Runes	0
kill-skill	Poison Nova	50	20	scl		30		69													222	pois	Breath of the Dying	Runes	0
knock		1	1	s		0															24		Felloak	UniqueItems	0
levelup-skill	Blaze	100	29	scl		0															223		Rainbow Facet	UniqueItems	0
levelup-skill	Blaze	100	36	scl		0															223		Hand of Justice	Runes	0
levelup-skill	Blaze	100	40	scl		0															223		Phoenix	Runes	0
levelup-skill	Blizzard	100	40	scl		1															223		Ice	Runes	0
levelup-skill	Frost Nova	100	43	scl		1															223		Rainbow Facet	UniqueItems	0
levelup-skill	Nova	100	41	scl		1															223		Rainbow Facet	UniqueItems	0
levelup-skill	Venom	100	23	scl		5															223		Rainbow Facet	UniqueItems	0
lifesteal	0	2	20	r	20	200				Y		weap									27	dmg	Hwanin's Majesty	Sets	0
lifesteal	0	2	20	r	20	200												weap			27	dmg	Hwanin's Majesty	Sets	0
light	0	1	8	r	0	0															25		Fechmars Axe	UniqueItems	0
light	0	-4	-1	c	-4	-1															25		Darksight Helm	UniqueItems	0
light-thorns	0	3	30	r	0	3															226		Coif of Glory	UniqueItems	0
*lightningskill		1	3	smm	12	36															125	skills	Leaf	Runes	0
*lightningskill		-2	-1	c	-120	-50															125	skills	Leaf	Runes	0
ltng-max	0	9	60	r=	5	48															227	ltng	Mindrend	UniqueItems	0
ltng-min	0	1	1	r	1	1															12	ltng	Mindrend	UniqueItems	0
mag%	0	10	100	r=	10	100															22	mag	Gull	UniqueItems	0
mag%/lvl	10	0	0	lvl		300															22	mag	Skullder's Ire	UniqueItems	0
magicarrow	0	1	20	r	5	50				Y		miss									215		Witherstring	UniqueItems	0
*magicskill		1	3	smm	12	36															125	skills	Leaf	Runes	0
*magicskill		-2	-1	c	-120	-50															125	skills	Leaf	Runes	0
mana	0	5	50	r=	1	20															24		Aldur's Watchtower	Sets	0
mana	0	5	200	r=	1	20	20	25													24		Aldur's Watchtower	Sets	0
mana	0	-32	-5	c	-32	-5															24			UniqueItems	0
mana-kill	0	2	20	r	2	20															121		Deathspade	UniqueItems	0
mana/lvl	16	0	0	lvl		9															41	mana	Wizardspike	UniqueItems	0
mana%		5	40	r	3	20															41	mana	Frostburn	UniqueItems	0
manasteal		2	15	r	10	30				Y		weap									28	dmg	Natalya's Odium	Sets	0
manasteal		2	100	r	10	50						lst									28	dmg	Natalya's Odium	Sets	0
manasteal		2	15	r	10	30												weap			28	dmg	Natalya's Odium	Sets	0
meleesplash	358	100	1	s		30	15											orb	wand	miss	430	dmg			0
move2		10	20	r=	10	45												boot			35		Isenhart's Armory	Sets	0
move2		10	30	r=	10	30						amu	jave	rune	tors	miss					35		The Cat's Eye	Sets	0
move2		10	45	r=	10	45						boot	tors								35		Isenhart's Armory	Sets	0
move3		20	40	r=	20	40		49													35		Trang-Oul's Scales	SetItems	0
move3		30	40	r=	30	40						boot	fset								35		Hwanin's Majesty	Sets	0
nec		1	3	r	35	210												nec			125	skills	Trang-Oul's Avatar	Sets	0
nec		1	3	r	30	150						nec									125	skills	Trang-Oul's Avatar	Sets	0
nofreeze	0	1	1	r	50	50															228		The Jade Tan Do	UniqueItems	0
noheal		1	1	s	50	50				Y											20		Blacktongue	UniqueItems	0
openwounds		10	100	r=	5	50															229		The Gnasher	UniqueItems	0
oskill	Arctic Blast	7	14	smm	1	2		78													306	cold	Frostwind	UniqueItems	0
oskill	Battle Command	2	6	smm	40	95		57													311		Call to Arms	Runes	0
oskill	Battle Cry	1	4	smm	4	8		57													313		Call to Arms	Runes	0
oskill	Battle Orders	1	6	smm	27	75		57													312	vit	Call to Arms	Runes	0
oskill	Berserk	1	1	smm	5	5		43													317	dmg	Passion	Runes	0
oskill	Critical Strike	1	6	smm	16	46		27													322	dmg	Insight	Runes	0
oskill	Feral Rage	3	6	smm	1	1		85													305	dmg	Wolfhowl	UniqueItems	0
oskill	Fire Ball	18	18	smm	120	120		32				fset									307	fire	Trang-Oul's Avatar	Sets	0
oskill	Fire Mastery	3	3	smm	44	44		32				fset									310	fire	Trang-Oul's Avatar	Sets	0
oskill	Fire Wall	13	13	smm	80	80		32				fset									308	fire	Trang-Oul's Avatar	Sets	0
oskill	Guided Arrow	3	5	smm	5	7															300		Widowmaker	UniqueItems	0
oskill	Hydra	10	10	smm	20	20		40													301	fire	Dragonscale	UniqueItems	0
oskill	Inferno	12	18	smm	1	2		20													302	fire	Flamebellow	UniqueItems	0
oskill	Meteor	10	10	smm	100	100		32				fset									309	fire	Trang-Oul's Avatar	Sets	0
oskill	Shape Shifting	3	6	smm	3	4		63													304		Wolfhowl	UniqueItems	0
oskill	Teleport	1	1	smm	1000	1000		65													314		Enigma	Runes	0
oskill	Valkyrie	2	6	smm	10	15		39													320	ac	Harmony	Runes	0
oskill	Vengeance	1	1	smm	30	30		53													315	dmg	Kingslayer	Runes	0
oskill	Warmth	1	1	smm	15	15		45													321	mana	Enlightenment	Runes	0
oskill	Wearbear	3	3	smm	75	75		63													319		The Beast	Runes	0
oskill	Wearwolf	3	6	smm	300	416		85													303		Wolfhowl	UniqueItems	0
oskill	Whirlwind	1	1	smm	200	200		57													318	dmg	Chaos	Runes	0
oskill	Zeal	1	1	smm	15	15		43													316	dmg	Passion	Runes	0
pal		1	3	r	35	210												pal			125	skills	Griswold's Legacy	Sets	0
pal		1	3	r	30	150						pal									125	skills	Griswold's Legacy	Sets	0
pierce	0	25	100	r	25	100					Y	miss	thro	jave	belt	fset					230	dmg	Vidala's Rig	Sets	0
pierce-cold	0	3	60	r	9	180															231	cold	Wizendraw	UniqueItems	0
pierce-fire	0	3	60	r	9	180															232	fire	Mang Song's Lesson	UniqueItems	0
pierce-ltng	0	3	60	r	9	180															233	ltng	Mang Song's Lesson	UniqueItems	0
pierce-pois	0	3	60	r	9	180															234	pois	Deaths's Web	UniqueItems	0
pois-len	0	75	150	r	5	10	0														235	pois	Berserker's Garb	Sets	0
pois-max	0	32	128	r	8	32	0														236	pois	Rakescar	UniqueItems	0
pois-min	0	16	128	r	8	64	0														15	pois	Rakescar	UniqueItems	0
*poisonskill		1	3	smm	12	36															125	skills	Leaf	Runes	0
*poisonskill		-2	-1	c	-120	-50															125	skills	Leaf	Runes	0
randclassskill		0	6	smm	0	300						cm2									323	skills	Hellfire Torch	UniqueItems	0
reanimate	1	10	10	s	0	5															237		Tomb Reaver	UniqueItems	0
red-dmg	0	1	20	r	5	100															1	vit	The Patriarch	UniqueItems	0
red-dmg%	0	10	35	r=	30	105															238	vit	Natalya's Odium	Sets	0
red-mag	0	1	20	r	5	100															2		Immortal King	Sets	0
reduce-ac	0	20	50	r	5	15															239		Razortine	UniqueItems	0
regen	0	4	25	r	12	74															19		Stormeye	UniqueItems	0
regen	0	-25	-1	c	-125	-5															19		Malice	Runes	0
regen-mana	0	5	43	r	5	43															240	mana	Mindrend	UniqueItems	0
regen-stam	0	10	50	r	0	0															108		Steeldriver	UniqueItems	0
regen-stam/lvl	2	0	0	lvl		0															108		Natalya's Soul	SetItems	0
rep-dur	25	0	0	lvl		0		5										amu	rin		37		Warlord's Trust	UniqueItems	0
rep-quant	40	0	0	lvl		10		5			Y	thro									39	dmg	Wraithflight	UniqueItems	0
res-all	0	5	75	r=	15	225															116		Heaven's Brethren	Sets	0
res-all	0	5	85	r=	5	85						pole	staf	spea	aspe						116		2handers	Sets	0
res-all	0	-20	-1	c	-140	-7															116		RandomizeAdd12		0
res-all-max	0	5	15	r	30	90		14													241		Darkglow	UniqueItems	0
res-cold	0	10	80	r=	8	64															117		Fechmars Axe	UniqueItems	0
res-cold-max	0	5	15	r	10	30		20													242		Hawkmail	UniqueItems	0
res-fire	0	5	75	r=	5	75															118		Felloak	UniqueItems	0
res-fire	0	-50	-5	c	-100	-10															118		RandomizeAdd13		0
res-fire-max	0	5	15	r	10	30		7													243		The Tannr Gorerod	UniqueItems	0
res-ltng	0	5	75	r=	5	75															119		Maelstromwrath	UniqueItems	0
res-ltng-max	0	5	15	r	10	30		20													244		Iratha's Finery	Sets	0
res-ltng/lvl	8	0	0	lvl		50															43		Stormspike	UniqueItems	0
res-pois	0	5	100	r=	5	40															120		Rakescar	UniqueItems	0
res-pois-len	0	50	75	r=	5	10															29		Berserker's Garb	Sets	0
res-pois-max	0	5	20	r	10	40		20													245		The Jade Tan Do	UniqueItems	0
rip		1	1	s	5	5															246		Nature's Peace	UniqueItems	0
skill	9	3	3	smm	32	32		39													324		Melody	Runes	0
skill	13	3	3	smm	15	15		39													325		Melody	Runes	0
skill	14	3	3	smm	2	2		39													326		The Impaler	UniqueItems	0
skill	16	2	2	smm	2	2		38													327		Blastbark	UniqueItems	0
skill	17	3	3	smm	0	0		39													328		Melody	Runes	0
skill	19	5	5	smm	50	50		39													329		The Impaler	UniqueItems	0
skill	22	3	3	smm	20	20		51													330		Magewrath	UniqueItems	0
skill	26	3	5	smm	30	50		44													331		Endlesshail	UniqueItems	0
skill	27	3	3	smm	2	2		41													332		Kuko Shakaku	UniqueItems	0
skill	34	3	3	smm	2	2		55													333		Thudergod's Vigor	UniqueItems	0
skill	35	3	3	smm	30	30		55													334		Thudergod's Vigor	UniqueItems	0
skill	36	3	5	smm	1	1		7													335		Bane Ash	UniqueItems	0
skill	37	2	3	smm	20	20		5													336		The Salamander	UniqueItems	0
skill	41	3	3	smm	0	0		19													337		Leaf	Runes	0
skill	42	2	3	smm	15	25		24													338		Lazarus Spire	UniqueItems	0
skill	43	3	3	smm	1	1		47													339		Warpspear	UniqueItems	0
skill	44	3	3	smm	1	1		38													340		The Iron Jang Bong	UniqueItems	0
skill	46	2	2	smm	1	1		38													341		The Iron Jang Bong	UniqueItems	0
skill	47	2	2	smm	14	14		28													342		The Salamander	UniqueItems	0
skill	48	2	2	smm	1	1		38													343		The Iron Jang Bong	UniqueItems	0
skill	49	2	2	smm	15	15		24													344		Lazarus Spire	UniqueItems	0
skill	51	1	1	smm	6	6		28													345		The Salamander	UniqueItems	0
skill	53	1	1	smm	15	15		24													346		Lazarus Spire	UniqueItems	0
skill	54	3	3	smm	1	1		47													347		Warpspear	UniqueItems	0
skill	55	3	3	smm	1	1		49													348		Snowclash	UniqueItems	0
skill	58	3	3	smm	6	6		37													349		Warpspear	UniqueItems	0
skill	59	2	2	smm	20	20		49													350		Snowclash	UniqueItems	0
skill	60	2	2	smm	4	4		49													351		Snowclash	UniqueItems	0
skill	61	1	1	smm	10	10		43													352		Chromatic Ire	UniqueItems	0
skill	63	1	1	smm	10	10		43													353		Chromatic Ire	UniqueItems	0
skill	65	1	1	smm	10	10		43													354		Chromatic Ire	UniqueItems	0
skill	66	1	3	smm	1	1		19													355		Maelstromwrath	UniqueItems	0
skill	68	3	3	smm	3	3		35													356		White	Runes	0
skill	69	3	4	smm	40	40		35													357		White	Runes	0
skill	70	3	3	smm	30	30		44													358		Arm of King Leoric	UniqueItems	0
skill	73	5	5	smm	1	1		46													359		Blackbog's Sharp	UniqueItems	0
skill	74	1	3	smm	10	30		19													360		Maelstromwrath	UniqueItems	0
skill	76	1	3	smm	1	1		19													361		Maelstromwrath	UniqueItems	0
skill	77	1	3	smm	0	0		14													362		Umes Lament	UniqueItems	0
skill	77	3	3	smm	0	0		38													362		Umes Lament	UniqueItems	0
skill	80	2	2	smm	5	5		44													363		Arm of King Leoric	UniqueItems	0
skill	83	4	4	smm	1	1		46													364		Blackbog's Sharp	UniqueItems	0
skill	84	2	2	smm	20	20		35													365		White	Runes	0
skill	87	2	2	smm	2	2		38													366		Umes Lament	UniqueItems	0
skill	92	4	4	smm	30	30		46													367		Blackbog's Sharp	UniqueItems	0
skill	96	3	3	smm	1	1		20													368		Bloodrise	UniqueItems	0
skill	101	4	4	smm	1	1		50													369		Hand of Blessed Light	UniqueItems	0
skill	102	6	6	smm	10	10		31													370		Kinemils Awl	UniqueItems	0
skill	103	3	3	smm	4	4		23													371		Rusthandle	UniqueItems	0
skill	110	3	5	smm	1	1		31													372		Stormeye	UniqueItems	0
skill	111	1	3	smm	2	6		23													373		Rusthandle	UniqueItems	0
skill	114	2	2	smm	3	3		45													374		Zakarum's Hand	UniqueItems	0
skill	115	2	2	smm	1	1		39													375		Tearhaunch	UniqueItems	0
skill	118	2	3	smm	30	30		21													376		Stormeye	UniqueItems	0
skill	121	1	1	smm	2	2		30													377		Hand of Blessed Light	UniqueItems	0
skill	121	2	2	smm	4	4		50													377		Hand of Blessed Light	UniqueItems	0
skill	127	2	4	smm	2	4		38													378		Bloodletter	UniqueItems	0
skill	129	3	3	smm	3	3		56													379		Bloodtree Stump	UniqueItems	0
skill	131	4	4	smm	1	1		44													380		Heart Carver	UniqueItems	0
skill	132	2	2	smm	1	1		12													381		Gorefoot	UniqueItems	0
skill	142	4	4	smm	4	4		44													382		Heart Carver	UniqueItems	0
skill	147	5	5	smm	25	25		65													383		Fury	Runes	0
skill	150	4	4	smm	1	1		44													384		Heart Carver	UniqueItems	0
skill	151	1	3	smm	8	24		38													385		Bloodletter	UniqueItems	0
skill	233	1	1	smm	1	1		51													386		Islestrike	UniqueItems	0
skill	238	5	5	smm	10	10		49													387		Plague Bearer	UniqueItems	0
skill	248	1	1	smm	2	2		51													388		Islestrike	UniqueItems	0
skill	Battle Command	1	2	smm	1	2		85													389		Halaberd's Reign	UniqueItems	0
skill	Battle Orders	1	2	smm	3	6		85													390	vit	Halaberd's Reign	UniqueItems	0
skill	Bone Armor	4	5	smm	4	5		84													391		Boneshade	UniqueItems	0
skill	Bone Spear	2	3	smm	20	30		84													392		Boneshade	UniqueItems	0
skill	Bone Spirit	1	2	smm	3	6		84													393		Boneshade	UniqueItems	0
skill	Bone Wall	2	3	smm	1	1		84													394		Boneshade	UniqueItems	0
skill	Cold Mastery	1	2	smm	5	10		65													395	cold	Tal Rasha's Lidless Eye	SetItems	0
skill	feral rage	1	2	smm	2	4		71													396	dmg	Cerebus	UniqueItems	0
skill	Fire Mastery	1	2	smm	5	10		65													397	fire	Tal Rasha's Lidless Eye	SetItems	0
skill	Holy Bolt	2	4	smm	1	1		80													398		The Reedeemer	UniqueItems	0
skill	Inferno Sentry	1	2	smm	1	1		75													399	fire	Firelizard's Talons	UniqueItems	0
skill	Lightning Bolt	3	3	smm	1	1		77													400	ltng	Thunderstroke	UniqueItems	0
skill	Lightning Mastery	1	2	smm	5	10		65													401	ltng	Tal Rasha's Lidless Eye	SetItems	0
skill	Raven	7	7	smm	1	1		82													402		Ravenlore	UniqueItems	0
skill	Redemption	2	4	smm	2	4		80													403		The Reedeemer	UniqueItems	0
skill	Skeleton Mastery	1	2	smm	10	20		74													404		Marrowwalk	UniqueItems	0
skill	Teeth	4	5	smm	2	3		84													405		Boneshade	UniqueItems	0
skill	Wake of Fire Sentry	1	2	smm	2	4		75													406	fire	Firelizard's Talons	UniqueItems	0
skill-rand	3	10	29	s		36		30													407	skills	Ormus' Robes	UniqueItems	0
skill-rand	3	36	60	s		36		30													407	skills	Ormus' Robes	UniqueItems	0
skill-rand	3	67	75	s		36		30													407	skills	Ormus' Robes	UniqueItems	0
skill-rand	3	96	121	s		36		30													407	skills	Ormus' Robes	UniqueItems	0
skill-rand	3	140	152	s		36		30													407	skills	Ormus' Robes	UniqueItems	0
skill-rand	3	225	250	s		36		30													407	skills	Ormus' Robes	UniqueItems	0
skill-rand	3	252	282	s		36		30													407	skills	Ormus' Robes	UniqueItems	0
skilltab	0	1	4	smm	10	40					Y							shld	mele		408		Amazone – Bow & Xbow	UniqueItems	0
skilltab	1	1	4	smm	10	40					Y	amaz	armo								409		Amazon – Passive & Magic	SetItems	0
skilltab	2	1	4	smm	10	40					Y							class			410		Amazon – Jave & spear	UniqueItems	0
skilltab	2	1	4	smm	10	40					Y	aspe	jave								410		Amazon – Jave & spear	UniqueItems	0
skilltab	3	1	4	smm	10	40															411		Sorceress – Fire	UniqueItems	0
skilltab	4	1	4	smm	10	40															412		Sorceress – Lightning	Custom	0
skilltab	5	1	4	smm	10	40															413		Sorceress – Cold	Custom	0
skilltab	6	1	4	smm	10	40															414		Necro - Curses	UniqueItems	0
skilltab	7	1	4	smm	10	40															415		Necro – Poison & Bone	Runes	0
skilltab	8	1	4	smm	10	40															416		Necro – Summoning	UniqueItems	0
skilltab	9	1	4	smm	10	40												class			417		Palladin – Offensive Auras	UniqueItems	0
skilltab	9	1	4	smm	10	40						pala									417		Palladin – Offensive Auras	UniqueItems	0
skilltab	10	1	4	smm	10	40															418		Paladin – Combat Skills	Runes	0
skilltab	11	1	4	smm	10	40															419		Paladin – Defensive Auras	SetItems	0
skilltab	12	1	4	smm	10	40															420		Barb – Masteries	UniqueItems	0
skilltab	13	1	4	smm	10	40															421		Barb – Combat	UniqueItems	0
skilltab	14	1	4	smm	10	40															422		Barb – Warcries	UniqueItems	0
skilltab	15	1	4	smm	10	40															423		Druid – Summoning	Custom	0
skilltab	16	1	4	smm	10	40															424		Druid – Shapeshifting	UniqueItems	0
skilltab	17	1	4	smm	10	40															425		Druid – Elemental	UniqueItems	0
skilltab	17	7	7	smm	250	250		77			Y	weap									426		Druid – Elemental	UniqueItems	0
skilltab	18	1	4	smm	10	40															427		Assassin – Traps	Custom	0
skilltab	19	1	4	smm	10	40															428		Assassin – Shadow Disc	SetItems	0
skilltab	20	1	4	smm	10	40					Y							weap			429		Assassin – Martial Arts	UniqueItems	0
skilltab	20	1	4	smm	10	40					Y	assn									429		Assassin – Martial Arts	UniqueItems	0
slow	0	10	75	r=	1	25	10														247		The Generals Tan Do Li Ga	UniqueItems	0
sock	2			s		20		39			Y	shld	tors	helm	weap			thro	rune		122		Mosers Blessed Circle	UniqueItems	0
sock	3			s		30		43			Y	shld	tors	helm	weap			thro	rune		122		Blade of Ali Baba	UniqueItems	0
sock	0	1	3	r	3	10		22				helm	shld	weap	tors			thro	rune		122				0
sock	0	1	5	r	3	30		69				helm	tors	weap				thro	rune		122				0
sor		1	3	r	35	210												sor			125	skills	Tal Rasha's Wrappings	Sets	0
sor		1	3	r	30	150						sor									125	skills	Tal Rasha's Wrappings	Sets	0
stack	0	60	60	r	5	5						thro									141		Titan's Revenge	UniqueItems	0
stam	0	15	180	r=	0	0															109		Cow King's Leathers	Sets	0
stam/lvl	8	0	0	lvl		0															109		Sandstorm Trek	UniqueItems	0
stamdrain	0	10	50	r=	0	0															248		The Centurion	UniqueItems	0
stamdrain		-25	-15	c	-25	-15															248		Duress	Runes	0
state	fullsetgeneric	1	1	s	0	0		21				fset									252		Aldur's Watchtower	Sets	0
state	monsterset	1	1	s	0	0		32				fset									252		Trang-Oul's Avatar	Sets	0
str	0	2	50	r=	2	50	5														31		Naj's Ancient Set	Sets	0
str/lvl	6	0	0	lvl		15	3														42		Enigma	Runes	0
stupidity	0	1	3	r	1	1															249	ac	Deathspade	UniqueItems	0
stupidity	0	10	33	r	1	6		43													249	ac	RandomizeAdd14		0
swing1		10	30	r=	7	20												weap			6	dmg		UniqueItems	0
swing1		10	30	r=	7	20						weap									6	dmg	Bloodrise	UniqueItems	0
swing2		-20	-1	c	-140	-7															6	dmg	Bladebone	UniqueItems	0
swing2		5	45	r=	3	30												weap			6	dmg	Twitchthroe	UniqueItems	0
swing2		5	80	r=	3	53						weap									6	dmg	Bladebone	UniqueItems	0
swing3		15	30	r=	10	20												weap			6	dmg	Sigon’s Gage	SetItems	0
swing3		15	50	r=	10	33						weap									6	dmg	Goreshovel	UniqueItems	0
thorns	0	2	77	r	1	7															5		Stoutnail	UniqueItems	0
thorns/lvl	11	0	0	lvl		3															5		Spike Thorn	UniqueItems	0
vit	0	2	25	r	4	50			30												250	vit	Stoutnail	UniqueItems	0
vit	0	2	100	r	2	100		30													250	vit	Stoutnail	UniqueItems	0
vit/lvl	4	0	0	lvl		15															251	vit	Warlord's Trust	UniqueItems	0
