Hireling	SubType	Version	Id	Class	Act	Difficulty	Level	Seller	NameFirst	NameLast	Gold	Exp/Lvl	HP	HP/Lvl	Defense	Def/Lvl	Str	Str/Lvl	Dex	Dex/Lvl	AR	AR/Lvl	Share	Dmg-Min	Dmg-Max	Dmg/Lvl	Resist	Resist/Lvl	WType1	WType2	HireDesc	DefaultChance	Skill1	Mode1	Chance1	ChancePerLvl1	Level1	LvlPerLvl1	Skill2	Mode2	Chance2	ChancePerLvl2	Level2	LvlPerLvl2	Skill3	Mode3	Chance3	ChancePerLvl3	Level3	LvlPerLvl3	Skill4	Mode4	Chance4	ChancePerLvl4	Level4	LvlPerLvl4	Skill5	Mode5	Chance5	ChancePerLvl5	Level5	LvlPerLvl5	Skill6	Mode6	Chance6	ChancePerLvl6	Level6	LvlPerLvl6	Head	Torso	Weapon	Shield
Eastern Sorceror	Cold-Hell	100	22	359	3	3	79	252	merca222	merca241	27000	140	863	27	554	25	122	10	96	8	991	36	5	29	35	4	132	4	swor	shie	cold	10	Meditation	1	10	0	20	0	Ice Blast	7	50	0	20	0	Glacial Spike	7	25	0	20	0																			2	2	2	1
Eastern Sorceror	Ltng-Hell	100	23	359	3	3	79	252	merca222	merca241	21000	130	863	27	554	25	122	10	96	8	991	36	5	29	36	4	132	4	swor	shie	ltng	10	Meditation	1	10	0	20	0	Charged Bolt	7	50	0	20	0	Lightning	7	25	0	20	0																			2	2	2	1
Barbarian	1hs-Normal	0	24	561	5	1	28	515	MercX101	MercX167	9000	120	288	14	180	7	101	15	63	10	150	17	1	16	20	6	56	7	swor			50	Might	1	10	0	7	10	Bash	5	100	0	7	10	Stun	5	25	0	7	10																			0	0	0	0
Barbarian	1hs-Normal	0	24	561	5	1	42	515	MercX101	MercX167	9000	120	484	21	278	20	128	15	81	10	388	27	1	27	31	8	81	7	swor			50	Might	1	10	0	11	10	Bash	5	100	0	11	10	Stun	5	25	0	11	10																			0	0	0	0
Barbarian	1hs-Normal	0	24	561	5	1	75	515	MercX101	MercX167	9000	120	1177	35	938	40	190	15	123	10	1279	37	1	60	64	8	139	4	swor			50	Might	1	10	0	19	0	Bash	5	100	0	19	0	Stun	5	25	0	19	0																			0	0	0	0
Barbarian	1hs-Normal	0	25	561	5	1	28	515	MercX101	MercX167	9000	120	288	14	180	7	101	15	63	10	150	17	1	16	20	6	56	7	swor			50	Might	1	10	0	7	10	Bash	5	100	0	7	10	Stun	5	25	0	7	10																			0	0	0	0
Barbarian	1hs-Normal	0	25	561	5	1	42	515	MercX101	MercX167	9000	120	484	21	278	20	128	15	81	10	388	27	1	27	31	8	81	7	swor			50	Might	1	10	0	11	10	Bash	5	100	0	11	10	Stun	5	25	0	11	10																			0	0	0	0
Barbarian	1hs-Normal	0	25	561	5	1	75	515	MercX101	MercX167	9000	120	1177	35	938	40	190	15	123	10	1279	37	1	60	64	8	139	4	swor			50	Might	1	10	0	19	0	Bash	5	100	0	19	0	Stun	5	25	0	19	0																			0	0	0	0
Barbarian	1hs-Nightmare	0	26	561	5	2	42	515	MercX101	MercX167	18000	130	436	21	250	20	125	15	76	10	349	27	4	25	29	8	78	7	swor			50	Might	1	10	0	11	10	Bash	5	100	0	11	10	Stun	5	25	0	11	10																			0	0	0	0
Barbarian	1hs-Nightmare	0	26	561	5	2	75	515	MercX101	MercX167	18000	130	1129	35	910	40	187	15	118	10	1240	37	4	58	62	8	136	4	swor			50	Might	1	10	0	19	0	Bash	5	100	0	19	0	Stun	5	25	0	19	0																			0	0	0	0
Barbarian	1hs-Nightmare	0	27	561	5	2	42	515	MercX101	MercX167	18000	130	436	21	250	20	125	15	76	10	349	27	4	25	29	8	78	7	swor			50	Might	1	10	0	11	10	Bash	5	100	0	11	10	Stun	5	25	0	11	10																			0	0	0	0
Barbarian	1hs-Nightmare	0	27	561	5	2	75	515	MercX101	MercX167	18000	130	1129	35	910	40	187	15	118	10	1240	37	4	58	62	8	136	4	swor			50	Might	1	10	0	19	0	Bash	5	100	0	19	0	Stun	5	25	0	19	0																			0	0	0	0
Barbarian	1hs-Hell	0	28	561	5	3	75	515	MercX101	MercX167	32000	140	1016	35	819	40	184	15	113	10	1116	37	6	56	60	8	133	4	swor			50	Might	1	10	0	19	0	Bash	5	100	0	19	0	Stun	5	25	0	19	0																			0	0	0	0
Barbarian	1hs-Hell	0	29	561	5	3	75	515	MercX101	MercX167	32000	140	1016	35	819	40	184	15	113	10	1116	37	6	56	60	8	133	4	swor			50	Might	1	10	0	19	0	Bash	5	100	0	19	0	Stun	5	25	0	19	0																			0	0	0	0
Barbarian	1hs-Normal	100	24	561	5	1	28	515	MercX101	MercX167	9000	120	288	18	180	10	101	15	63	10	150	20	1	16	20	6	56	7	swor			50	Might	1	10	0	7	10	Bash	5	100	0	7	10	Stun	5	25	0	7	10																			0	0	0	0
Barbarian	1hs-Normal	100	24	561	5	1	58	515	MercX101	MercX167	9000	120	828	27	480	35	158	15	101	10	750	35	1	39	43	8	109	7	swor			50	Might	1	10	0	15	10	Bash	5	100	0	15	10	Stun	5	25	0	15	10																			0	0	0	0
Barbarian	1hs-Normal	100	24	561	5	1	80	515	MercX101	MercX167	9000	120	1422	45	1250	50	200	15	129	10	1520	45	1	61	65	8	148	4	swor			50	Might	1	10	0	20	0	Bash	5	100	0	20	0	Stun	5	25	0	20	0																			0	0	0	0
Barbarian	1hs-Normal	100	25	561	5	1	28	515	MercX101	MercX167	9000	120	288	18	180	10	101	15	63	10	150	20	1	16	20	6	56	7	swor			50	Might	1	10	0	7	10	Bash	5	100	0	7	10	Stun	5	25	0	7	10																			0	0	0	0
Barbarian	1hs-Normal	100	25	561	5	1	58	515	MercX101	MercX167	9000	120	828	27	480	35	158	15	101	10	750	35	1	39	43	8	109	7	swor			50	Might	1	10	0	15	10	Bash	5	100	0	15	10	Stun	5	25	0	15	10																			0	0	0	0
Barbarian	1hs-Normal	100	25	561	5	1	80	515	MercX101	MercX167	9000	120	1422	45	1250	50	200	15	129	10	1520	45	1	61	65	8	148	4	swor			50	Might	1	10	0	20	0	Bash	5	100	0	20	0	Stun	5	25	0	20	0																			0	0	0	0
Barbarian	1hs-Nightmare	100	26	561	5	2	58	515	MercX101	MercX167	18000	130	745	27	432	35	155	15	96	10	675	35	4	37	41	8	106	7	swor			50	Might	1	10	0	15	10	Bash	5	100	0	15	10	Stun	5	25	0	15	10																			0	0	0	0
Barbarian	1hs-Nightmare	100	26	561	5	2	80	515	MercX101	MercX167	18000	130	1339	45	1202	50	197	15	124	10	1445	45	4	59	63	8	145	4	swor			50	Might	1	10	0	20	0	Bash	5	100	0	20	0	Stun	5	25	0	20	0																			0	0	0	0
Barbarian	1hs-Nightmare	100	27	561	5	2	58	515	MercX101	MercX167	18000	130	745	27	432	35	155	15	96	10	675	35	4	37	41	8	106	7	swor			50	Might	1	10	0	15	10	Bash	5	100	0	15	10	Stun	5	25	0	15	10																			0	0	0	0
Barbarian	1hs-Nightmare	100	27	561	5	2	80	515	MercX101	MercX167	18000	130	1339	45	1202	50	197	15	124	10	1445	45	4	59	63	8	145	4	swor			50	Might	1	10	0	20	0	Bash	5	100	0	20	0	Stun	5	25	0	20	0																			0	0	0	0
Barbarian	1hs-Hell	100	28	561	5	3	80	515	MercX101	MercX167	32000	140	1205	45	1082	50	194	15	119	10	1301	45	6	57	61	8	142	4	swor			50	Might	1	10	0	20	0	Bash	5	100	0	20	0	Stun	5	25	0	20	0																			0	0	0	0
Barbarian	1hs-Hell	100	29	561	5	3	80	515	MercX101	MercX167	32000	140	1205	45	1082	50	194	15	119	10	1301	45	6	57	61	8	142	4	swor			50	Might	1	10	0	20	0	Bash	5	100	0	20	0	Stun	5	25	0	20	0																			0	0	0	0
